k_value,patterns_count,runtime,memory_RSS,memory_USS
500.0,500.0,0.9566094875335693,691781632.0,634167296.0
1000.0,1000.0,2.1812186241149902,691781632.0,634167296.0
1500.0,1500.0,4.64215874671936,691785728.0,634171392.0
